Owner Code,Owner Name,Item Code,Item Name,Location,StockQty[Unit1],StockQty[Unit2],Inventory Qty,Qty/UOM1,UOM1,Lot6,Qty/UOM2,LastShip,Item Group,Category1,Category2,Category3,Category4,Damage Flag,Warehouse Code,Warehouse Name,AllocatedQty[Unit1],PackedQty[Unit1],InstructedQty[Unit1],LogicalQty[Unit1],ExpectQty[Unit1],AllocatedQty[Unit2],PackedQty[Unit2],InstructedQty[Unit2],LogicalQty[Unit2],ExpectQty[Unit2],UOM2,StockQty[Unit3],AllocatedQty[Unit3],PackedQty[Unit3],InstructedQty[Unit3],LogicalQty[Unit3],ExpectQty[Unit3],Qty/UOM3,UOM3,StockQty[Unit4],AllocatedQty[Unit4],PackedQty[Unit4],InstructedQty[Unit4],LogicalQty[Unit4],ExpectQty[Unit4],Qty/UOM4,UOM4,StockQty[Unit5],AllocatedQty[Unit5],PackedQty[Unit5],InstructedQty[Unit5],LogicalQty[Unit5],ExpectQty[Unit5],Qty/UOM5,UOM5,StockQty[Unit6],AllocatedQty[Unit6],PackedQty[Unit6],InstructedQty[Unit6],LogicalQty[Unit6],ExpectQty[Unit6],Qty/UOM6,UOM6,Allocated Qty,Packed Qty,Slot Schedule Qty,Logical Inventory Qty,Inventory Schedule Qty,Weight,Allocated Weight,Packed Weight,Slot Schedule Weight,Logical Inventory Weight,Inventory Schedule Weight,Weight Unit,Capacity,Allocated Capacity,Packed Capacity,Slot Schedule Capacity,Logical Inventory Capacity,Inventory Schedule Capacity,Capacity Unit,Lot1,Lot2,Lot3,Lot4,Lot5,Lot7,Lot8,Lot9,Lot10,Lot11,Lot12,Lot13,Lot14,Lot15,Lot16,Lot17,Lot18,Lot19,Lot20,No Shipping Flag,@Weight,@Capacity,Case No. (Prefix),Case No.,Case No. (Suffix),Industrial Lot Key,Industry Lot(String)1,Industry Lot(String)2,Industrial Lot(String)3,Industrial Lot(String)4,Industrial Lot(String)5,Industrial Lot(String)6,Industrial Lot(String)7,Industrial Lot(String)8,Industrial Lot(String)9,Industrial Lot(String)10,Industrial Lot(String)11,Industrial Lot(String)12,Industrial Lot(String)13,Industrial Lot(String)14,Industrial Lot(String)15,Industrial Lot(String)16,Industrial Lot(String)17,Industrial Lot(String)18,Industrial Lot(String)19,Industrial Lot(String)20,Industrial Lot(String)21,Industrial Lot(String)22,Industrial Lot(String)23,Industrial Lot(String)24,Industrial Lot(String)25,Industrial Lot(String)26,Industrial Lot(String)27,Industrial Lot(String)28,Industrial Lot(String)29,Industrial Lot(String)30,Industrial Lot(String)31,Industrial Lot(String)32,Industrial Lot(String)33,Industrial Lot(String)34,Industrial Lot(String)35,Industrial Lot(String)36,Industrial Lot(String)37,Industrial Lot(String)38,Industrial Lot(String)39,Industrial Lot(String)40,Industrial Lot(String)41,Industrial Lot(String)42,Industrial Lot(String)43,Industrial Lot(String)44,Industrial Lot(String)45,Industrial Lot(String)46,Industrial Lot(String)47,Industrial Lot(String)48,Industrial Lot(String)49,Industrial Lot(String)50,Industrial Lot(Date)1,Industrial Lot(Date)2,Industrial Lot(Date)3,Industrial Lot(Date)4,Industrial Lot(Date)5,Industrial Lot(Date)6,Industrial Lot(Date)7,Industrial Lot(Date)8,Industrial Lot(Date)9,Industrial Lot(Date)10,Industrial Lot(Date)11,Industrial Lot(Date)12,Industrial Lot(Date)13,Industrial Lot(Date)14,Industrial Lot(Date)15,Industrial Lot(Date)16,Industrial Lot(Date)17,Industrial Lot(Date)18,Industrial Lot(Date)19,Industrial Lot(Date)20,Receiving OLC No.,IS No.,Customs code,Permit Type,Permit No.,Permit Date,Cargo Type,Bonded No.,Vessel Name,Arrival Date,Permit Flag,Shipping Stop Flag,Shipping Stop Flag (ABL),Billing Code,Billing Owner Name,Contract Dept Code,Contract Dept Name,Category5,Owner Item Code,Supplier Item Code,JAN,ITF,Manufacture Item Code,ABC Classification,RCVActual,Storage Fee Reckoning Date,Pallet Stowage Qty,Building
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,U1-6-9,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056888,150.3,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,M2-2-6,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056890,150.2,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-2-17,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056891,150.3,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-4-18,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056893,149.8,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-4-15,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056897,150,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,M2-7-14,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056899,150,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-2-15,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056900,149.6,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-2-3,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056915,150.2,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,M2-5-17,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056902,150,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,M2-7-20,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056916,150.3,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,M2-6-15,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056917,149.8,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-5-12,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056924,150,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,X1-3-18,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056906,149.4,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,M2-4-5,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056907,150.1,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,Y1-2-6,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056909,150.4,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-6-9,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056911,149.9,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,U1-7-13,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056912,150,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,V1-5-7,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056913,150.3,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-4-14,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056931,150.2,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-5-6,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056935,150.3,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-4-10,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056947,150.1,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-7-19,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056953,149.9,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-7-2,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056958,149.6,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-4-17,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056972,150,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,Y1-3-7,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056977,150.1,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,L2-2-10,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056982,150.2,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,M2-2-3,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056988,150.5,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
T034801,NanoCore Systems,167-2065-460,Zentri Beacon,M2-5-24,1,,1,1,PALLET,11/09/2023,0,,,,,,,Good,NLCB01,SUZUYO NEW LAEM CHABANG,0,0,0,1,0,,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,0,0,1,0,0,0,0,0,0,0,kg,0,0,0,0,0,0,M3,100016660,300056993,150.6,,,,,,,,,,,,,,,,,Possible,0,0,,,,3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,Without permission,Shippable,Shippable,T034801,TEIJIN CORPORATION (THAILAND) LIMITED,35001,SUZUYO DISTRIBUTION CENTER THAILAND LTD.,,,,,,,,11/09/2023,11/09/2023,98901,
